num;name;is_company;parent_id;category_id;street;street2;zip;city;country;website;function;phone;mobile;fax;mail;title;comment;ref;lang;product_pricelist;product_pricelist_purchase;customer;supplier;opt_out;notification_email_send;payment_responsible;property_account_position;vat;vat_subjected;account_receivable;account_payable;property_payment_term;property_supplier_payment_term;fermeture;remarque com/cli;remarque fac/cli;adresse facturation;type;blocage;fsc;representant;representant_id;remarque transport;;;;address_type
297;BUS 23;0;296;;BELGIELEI 59;;2018;ANTWERPEN;;;;;;;;;;C02685/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
298;PRAKASH PATEL;0;296;;;;;;;;;;;;;;;C02685/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
299;ELDEE PAK PAK;1;;Grossiste;EUREGIOPARK 16 POSTBUS 3020;;NL-6467;HA KERKRADE;NL;;;31.45.5667200;;;;;LIMITE DE 25.000 EUROS SUPPRIMEE EN 12/2007 CAR CLIENT NECOMMANDE PLUS DEPUIS 2 ANS.;C02654;NL;;;1;0;1;;vciarniello;3;NL008861158B01;1;;;;;;;;;;0;0;;;;;;;
300;EUREGIOPARK 16 POSTBUS 3020;0;299;;;;NL-6460;HA KERKRADE;;;;;;;;;;C02654/F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Invoice
301;EUREGIOPARK 16;0;299;;;;NL-6467;JE KERKRADE;;;;;;;;;;C02654/L1;;;;;;;;;;;;;;;;;;;300;;;;;;;;;;Delivery
302;TON MIDDELHOVEN;0;299;;;;;;;;;;;;;;;C02654/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
303;EMBAL PLUS;1;;Grossiste;ZONE DU BAC 11;;F-97220;TRINITE;MQ;;;;;;;;;C02701;FR;;;1;0;1;;vciarniello;2;;0;;;;;;NOV08: MAUVAIS PAYEUR; DOSSIER PRESQUE REMIS A DEXIA ASS CRE DIT PR RECOUVREMENT FACTURE ECHUE. PAIEMENT A LA DERNIERE MINUTE. A L'AVENIR PAIEMENT AVANT LIVRAISON. A RECLARIFIER AVEC M. LARCHIER SI NLLE COMMANDE.;REMISES HABITUELLES PAR PALETTE ENTIERE;;;0;0;;2;;;;
304;EMBAL PLUS;0;303;;ZONE DU BAC 11;;F-97220;TRINITE;;;;;;;;;;C02701/F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Invoice
305;SOCIETE SDV;0;303;;PARC LOGIST. DU PONT DE NORMANDIE;;F-76430;OUDALLE;;;;;;;;;;C02701/L1;;;;;;;;;;;;;;;;;;;304;;;;;;;;;;Delivery
306;ESPACE DE DILARA;1;;Grossiste;RUE ROGIER 245;;1030;BRUXELLES;BE;;;;;;;SPRL;2% POUR PAIEMENT COMPTANT;C02768;FR;;;1;0;1;;vciarniello;1;BE0847138117;1;;;;;;;;;;0;0;;;;;;;
307;RUE ROGIER 245;0;306;;;;1030;BRUXELLES;;;;;;;;;;C02768/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
308;EL ABOUTI MOHAMED;0;306;;;;;;;;GERANT;0489.022043;;;;;;C02768/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
309;ESSEF BRUSHES;1;;Grossiste;IZEGEMSESTRAAT 98;;8880;SINT-ELOOIS-WINKEL;BE;;;051.30.72.72;;;;;CLIENT PAIE CE QUE LUI MENTIONNE SUR SON BON DE COMMANDE SAUFSI LA COMMANDE EST CONTESTEE AVANT ET NON LIVREE!!!REVERIFIER TOUJOURS BIEN LES PRIX MENTIONNES SUR BON DE CDE.;C00501;FR;;;1;0;1;;vciarniello;1;BE0402752908;1;;;;;;;PRIX -4% PAR PALETTE;;;0;0;;;;;;;
310;IZEGEMSESTRAAT 98;0;309;;;;8880;SINT-ELOOIS-WINKEL;;;;;;;;;;C00501/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
311;MR SINTOBIN;0;309;;;;;;;;;;;;;;;C00501/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
312;ESSENTIAL HOUSEWARES;1;;Export;9 FOSTER AVENUE;DUNSTABLE;GB-LU55TA;BEDFORDSHIRE;GB;;;44.1582.475577;;;;;;C02774;EN;;;1;0;1;;vciarniello;3;GB626440060;1;;;;;;;;;;0;0;;4;;;;;
313;9 FOSTER AVENUE;0;312;;DUNSTABLE;;GB-LU55TA;BEDFORDSHIRE;;;;;;;;;;C02774/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
314;EUL & GUNTHER;1;;Export;POSTFACH 100 350;;D-46423;EMMERICH;DE;;;;;;;GMBH;;C02675;DE;;;1;0;1;;vciarniello;3;DE811909598;1;;;;;;;;;;0;0;;;;;;;
315;POSTFACH 100 350;0;314;;;;D-46423;EMMERICH;;;;;;;;;;C02675/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
316;EUROPACKAGING LTD;1;;Export;AMINGTON ROAD;YARDLEY;GB-B25 8JZ;BIRMINGHAM;GB;;;441217066181;;;;;SI RETARD DE LIVRAISON TOUJOURS INFORMER LE CLIENT AU+4401217066181 EXT.7208 SOUS PEINE D'ETRE REFUSE.LIMITE CREDIT SUPPRIME EN 05/2008 CAR ABSENCE DE BILAN PUBLIEDEPUIS 2005 - PERTES SELON RENSEIGNEMENTS COFACE;C02674;EN;;;1;0;1;;vciarniello;3;GB900540473;1;;;;;0;ATTENTION: r�clamer paiement AVANT production;;;;0;0;;;PAL. 100*120CM CHEP !;;;;
317;EUROPACKAGING (+4401217066181.7208);0;316;;AMINGTON ROAD YARDLEY;;GB-B25 8JZ;BIRMINGHAM;;;;;;;;;;C02674/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
318;EUROPACKAGING UK LTD;1;;Export;20 BRICKFIELD ROAD - YARDLEY;;GB-B25 8HE;BIRMINGHAM;GB;;;441217647104;;;;;AVRIL 2012 : CHGT CONDITIONS PAIEMENT -> 30J DATE AU LIEU DEPAIEMENT AVANT PRODUCTION. SI DELAI RESPECTE OK; SINON REPASSERAUX CONDITIONS PAIEM. AVT LIVR.MAIS ATTENTION AU MAXIMUM DE LALIGNE DE CREDIT LAQUELLE A NEANMOINS ETE PORTEE A 100.000 EUREN 10/2012.;C02725;EN;;;1;0;1;;vciarniello;3;GB978445757;1;;;;;;REGISTRATION NR 103925 - PRENDRE RV AVANT LIVRAISON in with Andy Williams 0121 7647166;;;;0;0;;4;;;;
319;EUROPACKAGING;0;318;;118 AMINGTON ROAD -YARDLEY;;GB-B25 8JZ;BIRMINGHAM;;;;;;;;;;C02725/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
320;EUROPRIS A/S;1;;Export;POSTBOX 1421;;N-1602;FREDRIKSTAD;NO;;;47.69.39.66.00;;;;;ENVOI ECHANTILLONS : hjalmar bjorgesvei 105 - 1602 fredrikstadSI CAMION PARTIEL PREVENIR LARS SAGEN;C01905;EN;;;1;0;1;;vciarniello;2;NO986762469;1;;;;;;FACT A FAIRE LORS DU CHARGEMENT 3X - OK POUR STOCK (QTE ACCEPTEE=1 CAMION COMPLET) MAIS TJS SUR BASE DE CDE OFFICIELLE! ENVOYER SHIPPING ADVICE A INBOUND@EUROPRIS.NO VOIR MAIL 9/12/13 POUR INSTRUCTIONS;ATT ! ARTICLES ^^AGTH !/ATTN FACT ORIG MARCH.;;;0;0;;1;FRANCO CAMION COMPLET CDER TSPT ;;;;
321;KORTBOLGEN 4;0;320;;;;N-1630;GAMLE FREDRIKSTAD;;;;;;;;;;C01905/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
322;ARILD GUSTAVSEN;0;320;;;;;;;;ACHETEUR;47.69.39.66.00;47.97.12.02.23;;;;;C01905/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
323;F.M.R.;1;;Export;78C BLD DU GENERAL LECLERC;IMMEUBLE PARABOLE 1C;F-59100;ROUBAIX;FR;;;359577080;;;;;RV avt livraison DVL(Florence) 320030603.Patrick RIUS (responsable entrepﾓt) Frais de cylindre : 120cm=600EUR ;L&O HALLUIN 0033320030603 FAX L&O : +33-320461300;C02607;FR;;;1;0;1;;vciarniello;3;FR05440098051;1;;;;;;;;;;0;0;;;PRIX FRANCO LILLE- TOUJOURS GARSOU;;;
324;L & O;0;323;;ZI de la Rouge Porte;av.de Lauwe;;F-59433;HALLUIN;;;;;;;;;;C02607/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
325;L & O;0;323;;Chaussﾂe Forest - chez UTTI;;F-59200;TOURCOING;;;;;;;;;;C02607/L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
326;MR MENET;0;323;;;;;;;;;;;;;;;C02607/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
327;FESTAG;1;;Export;NIEDERHASLISTRASSE 12;;CH-8157;DIELSDORF;CH;;;41.448556000;;;;;ACHATS MME SEHORSCH - MAGASIN MME LOPES 41-18549460;C02648;FR;;;1;0;1;;vciarniello;2;CHE501174;1;;;;;;;;;;0;0;;;GARSOU;;;;
328;DORTU + PARTNER;0;327;;;;;;;;;;;;;;;C02648/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
329;FESTIVAL;1;;Export;LOHNELIA 2;;N-4640;SOGNE;NO;;;;;;;A/S;PETITE LIMITE DE CREDIT CAR NOUVELLE SOCIETE CREEE SUITE A LAFAILLITE DE FESTIVAL ENGROS => SITUATION FINANCIERE FRAGILE10/2010 : BON BILAN; SOCIETE QUI N'EST PLUS CONSIDEREE A RISQUELIMITE DE CREDIT RELEVEE A 30.000 EUROS.;C02735;EN;;;1;0;1;;vciarniello;2;NO993798304;1;;;;;;EXW MAIS TRANSPORT RESERVE PAR NOUS;;;;0;0;;1;DFDS - TEL 038801300 - FAX 038801390;;;
330;LOHNELIA 2;0;329;;;;N-4640;SOGNE;;;;;;;;;;C02735/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
331;FESTIVAL ENGROS;1;;Export;LOHNELIA 2;;N-4640;SOGNE;NO;;;;;;;A/S;PAS DE LIMITE CREDIT CAR ETAT DE FAILLITE OU SITUATION ANALOGUE!!! MTPT DFDS CONTACT : Coen ou Benny - ECHANTILLONS ATTN M. Kjell Tore Skeivoll - INFO TORD FEV 2010 : CLIENT NE PASSE PASEN CRISTAL - RESTE EN PAPIER;C00610;EN;;;1;0;1;;vciarniello;2;NO959367612;1;;;;;;EX-WKS MAIS TRANSPORT RESERVE PAR NOUS. METTRE DFDS EXCEL. MOQ: 1 PALETTE EN BLANC ET 3 PAL EN UNIS;ORIGINE MARCH. SUR FACTURE/ART RIFE-RIAGFE;;;0;0;;;DFDS-TEL 03-880.13.00-FAX 03-880.13.90;;;;
332;LOHNELIA 2;0;331;;;;N-4640;SOGNE;;;;;;;;;;C00610/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
333;FINANCEMENT ET COMMERCE MONTOIS;1;;Grossiste;RUE DE MAUBEUGE 167;;7930;QUAREGNON;BE;;;0478.32.65.12;;;;;;C02707;FR;;;1;0;1;;vciarniello;1;BE0439795624;1;;;;;;NOUVELLE ADRESSE DEPUIS JUIN 09 - 5EUR/PAL SI MOINS QUE 500EUR EN CDE. SI LIVRAISON CHEZ LUI DEMANDER A GARSOU DE L'APPELER POUR PREVENIR DE L'HEURE DE LIVRAISON;;;;0;0;;;PREVENIR CLIENT PR HEURE LIVRAISON;;;;
334;FICOMO;0;333;;RUE DE MAUBEUGE 167;;7930;QUAREGNON;;;;;;;;;;C02707/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
335;Mr ASENSIO;0;333;;;;;;;;;0478.326512;;;;;;C02707/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
336;FLORALUX;1;;Grossiste;MEENSESTEENWEG 225;;8890;DADIZELE;BE;;;056.50.93.63;;;;;PRENDRE RENDEZ-VOUS POUR LIVRAISONPAS DE BO POUR CE CLIENT;C02746;NL;;;1;0;1;;vciarniello;1;BE0450915188;1;;;;;;;;;;0;0;;;;;;;
337;MEENSESTEENWEG 225;0;336;;;;8890;DADIZELE;;;;;;;;;;C02746/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
338;FLORILEGE SPRL;1;;Grossiste;HAUT DE LA CHETTEUR 9;;6820;FLORENVILLE;BE;;;0498.68.56.09;;;;;;C02709;FR;;;1;0;1;;vciarniello;1;BE0879416054;1;;;;;LUNDI;;;;;0;0;;;MARDI-SAMEDI 10H-12H30 ET 13H30-18H;;;;
339;SPRL FLORILEGE;0;338;;HAUT DE LA CHETTEUR 9;;6820;FLORENVILLE;;;;;;;;;;C02709/F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Invoice
340;POINT MARIAGE;0;338;;AVENUE GEORGES TRUFFAUT 42;;4020;LIEGE;;;;;;;;;;C02709/L1;;;;;;;;;;;;;;;;;;;339;;;;;;;;;;Delivery
341;ANDREE LEYENS-MICHEL;0;338;;;;;;;;;;;;PHILIPPE.LEYENS@SKYNET.BE;;;C02709/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
342;FLOVIFRANCE SPRL;1;;Grossiste;HAUT DE LA CHETTEUR 9;;6820;FLORENVILLE;BE;;;0498.68.56.09;;;;;;C02708;FR;;;1;0;1;;vciarniello;1;BE0872586660;1;;;;;LUNDI;;;;;0;0;;;MARDI-SAMEDI 10H-12H30 ET 13H30-18H;;;;
343;SPRL FLOVIFRANCE;0;342;;HAUT DE LA CHETTEUR 9;;6820;FLORENVILLE;;;;;;;;;;C02708/F1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Invoice
344;POINT MARIAGE;0;342;;CHAUSSEE DE MARCHE 829 A;;5100;WIERDE;;;;;;;;;;C02708/L1;;;;;;;;;;;;;;;;;;;343;;;;;;;;;;Delivery
345;ANDREE LEYENS-MICHEL;0;342;;;;;;;;;;;;PHILIPPE.LEYENS@SKYNET.BE;;;C02708/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
346;FOLAT;1;;Export;WAARDERWEG 42;;NL-2031;BP HAARLEM;NL;;;23.511.2.511;;;;BV;LIMITE CREDIT SUPPRIMEE A NOTRE DEMANDE (CF JLC) EN 12/2006.;C02643;NL;;;1;0;1;;vciarniello;3;NL803681197B01;1;;;;;;;;;;0;0;;;;;;;
347;WAARDERWEG 42;0;346;;;;NL-2031;BP HAARLEM;;;;;;;;;;C02643/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
348;FRANSSEN ETS;1;;Grossiste;ZONING INDUSTRIEL;RUE DE L'INDUSTRIE 13;4700;EUPEN;BE;;;087.56.02.66;;;;;;C02716;FR;;;1;0;1;;vciarniello;1;BE0421066310;1;;;;;;;;;;0;0;;;;;;;
349;ZONING INDUSTRIEL;0;348;;RUE DE L'INDUSTRIE 13;;4700;EUPEN;;;;;;;;;;C02716/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
350;MR. FRANSSEN;0;348;;;;;;;;;087.56.02.66;;;;;;C02716/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
351;GABBIANO;1;;Export;VIA CISA 2;;I-46030;CERESE DI VIRGILIO;IT;;;39.0376283211;;;;SPA;CONTACTS CDES : FRANCESCA TELLINI OU ANNAMARIA BRIGHENTILIGNE DE CREDIT PASSEE DE 100.000 A 50.000 EUROS LE 09/03/2012.LIGNE DE CREDIT PASSEE DE 50.000 A 20.000 EUROS LE 21/05/2012.LIGNE DE CREDIT REMISE A 100.000 EUROS LE 05/07/2012.LIGNE DE CREDIT REDUITE A 50.000 EUROS LE 05/02/2013.LIGNE DE CREDIT SUPPRIMEE PUIS REMISE A 50.000 SUITE A INSISTANCE EN JUILLET 2013 PUIS A 100.000 EUR EN AOUT 2013.LIGNE DE CREDIT REDUITE A 50.000 EUROS LE 08/05/2014 CAR ENDET-TEMENT IMPORTANT ET RENTABILITE DEGRADEE.;C02758;EN;;;1;0;1;;vciarniello;3;IT01495800201;1;;;;;;ENVOYER FACTURE PAR MAIL A silvia.dalmolin@gabbianospa.com avec copie Lucio - plus de facture papier FACTURATION BOITE BTGAB 0.90 EURO/BTE;;;;0;0;;;RV LIVRAISON A PRENDRE;;;;
352;VIA CISA 2;0;351;;;;I-46030;CERESE DI VIRGILIO;;;;;;;;;;C02758/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
353;FELSINEA CONTOTERZI SNC;0;351;;VIA S.LORENZO; 24G;;I-41034;FINALE EMILIA (MO);;;;;;;;;;C02758/L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
354;LUCIO MORINI;0;351;;;;;;;;;0376.283345;;;lucio.morini@gabbianospa.com;;;C02758/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
355;FRANCESCA TELLINI;0;351;;;;;;;;;;;;francesca.tellini@gabbianospa.com;;;C02758/C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
356;GARCIA DE POU COMERCIAL;1;;Export;CTRA. DE ROSES;KM 32;9;E-17485;VILA-SACRA (GIRONA);ES;;;34.972507250;;;;;MARIA VILA - SERVICE ACHATS / PROVEEDORES@GARCIADEPOU.COM;C02647;EN;;;1;0;1;;vciarniello;3;ESA17060864;1;;;;;;;;;;0;0;;;;;;
357;CTRA. DE ROSES;0;356;;KM 32;9;;E-17485;VILA-SACRA (GIRONA);;;;;;;;;;C02647/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
358;GARSOU - ANGENOT;1;;D�taillant;AVENUE DU PARC 4;PARC INDUSTRIEL;4650;CHAINEUX;BE;;;;;;;SPRL;;C02630;FR;;;1;0;1;;vciarniello;1;BE0402335214;1;;;;;;;;;;0;0;;;;;;;
359;AVENUE DU PARC 4;0;358;;PARC INDUSTRIEL;;4650;CHAINEUX;;;;;;;;;;C02630/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
360;GEFCO BENELUX;1;;D�taillant;RUE DU PARC INDUSTRIEL 27;;7822;ATH - GHISLENGHIEN;BE;;;;;;;SA;;C02689;FR;;;1;0;1;;vciarniello;1;BE0407735837;1;;;;;;;;;;0;0;;;;;;;
361;RUE DU PARC INDUSTRIEL 27;0;360;;;;7822;ATH - GHISLENGHIEN;;;;;;;;;;C02689/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
362;GEKAS I ULLARED;1;;Export;BOX 34;;S-31060;ULLARED;SE;;;;;;;AB;ADRESSE POUR ENVOI ECHANTILLONS : DANSKAVAGEN 13 - 31060 ULLAREPLUS GROSSE LIMITE DE CREDIT POSSIBLE.;C00710;EN;;;1;0;1;;vciarniello;3;SE556399087701;1;;;;;;FRANCO 10 PAL AU SOL;12% SUR RLX SWED.FLAG;;;0;0;;1;FRANCO/10 PAL SOL BLANC/BLEU 6M;;;;
363;GEKAS LAGER;0;362;;SONNERANG - VARNAMOVAGEN;;S-31060;ULLARED;;;;;;;;;;C00710/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
364;GENERAL TRADING SA;1;;Grossiste;AVENUE DE SAIO 15-17;;1070;BRUXELLES;BE;;;02.521.32.17;;;;;;C02627;FR;;;1;0;1;;vciarniello;1;BE0428758311;1;;;;;;;;;;0;0;;;;;;;
365;AVENUE DE SAIO 15-17;0;364;;;;1070;BRUXELLES;;;;;;;;;;C02627/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
366;ARMAND ROUSSEAU;0;364;;;;;;;;;;;;;;;C02627/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
367;GEORGIA-PACIFIC FRANCE;1;;Export;RUE DU PETIT CHAMPS B.P. 518;;F-76807;ST-ETIENNE ROUVRAY CEDEX;FR;;;2.35.64.39.39;;;;;OCT09: nouveau contact appro WILLIAM WYPYCH (remplace M.Legras)GUY LAURENT = RESPONSABLE MARKTINGLIMITE CREDIT SUPPRIMEE - NIVEAU D'ENDETTEMENT TRES ELEVE PARRAPPORT AUX FONDS PROPRES D'APRES DEXIA.FAX MME LUCOTTE (remplacante de mme lebeau) 235.64.21.28 - TELDIR. MME BOUTEMY 39.41 - MME HEDOUIN 39.37 - MME PLANCHON 39.06COMPTA MME LEPILLEUR : 39.76 - MR LEGRAS 39.54/BT75R : 15.50 FFRENDEZ-VOUS LIVRAISONS: 33.2.35.64.39.60 DEPOT SOFALTRANSWIDE -;C01824;FR;;;1;0;1;;vciarniello;3;FR14702055187;1;;;;;;AVRIL09: nouvelles r�gles qualit�: un �chantillon doit �tre remis � chaque livraison !;;;;0;0;;;RV 33235643960 TRANSWIDE;;;;
368;DPT SODIPAN;0;367;;RUE DU PETIT CHAMP;;F-76807;ST-ETIENNE ROUVRAY;;;;;;;;;;C01824/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
369;GILCO S.A.;1;;Grossiste;RUE DES ANGLAIS 5;ZONING BONNE FORTUNE;4430;ANS;BE;;;04.369.13.43;;;;;NR CPTE : 196-0014182-75;C00720;FR;;;1;0;1;;vciarniello;1;BE0419880633;1;;;;;;;;;;0;0;;;LIVRAISON LE MATIN UNIQUEMENT;;;;
370;RUE DES ANGLAIS 5;0;369;;ZONING BONNE FORTUNE;;4430;ANS;;;;;;;;;;C00720/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
371;GILSON MAISON;1;;Grossiste;ROUTE LEGIPONT 12;;4671;BARCHON;BE;;;04.362.67.09;;;;SA;GSM NR 0475-82.24.87LIMITE CREDIT REFUSEE; SURFACE FINANCIERE INSUFFISANTE; PLUSIEURS EXERCICES CONSECUTIFS DEFICITAIRES; ENDETTEMENT IMPORTANT.;C00605;FR;;;1;0;1;;vciarniello;1;BE0455546246;1;;;;;;REMISE 15 EUR/PAL SI ENLEV PAR LEURS SOINS-NORMALEMENT; ILS ENLEVENT TOUJOURS EUX-MM. TJS VERIFIER ENCOURS AVANT ENLEVE MENT - ATTENTION SI NOUVELLE CDE VERIFIER SI PAIEMENT ECHEAN CE;60J FIN MOIS / ATTN PAS DE LIVR SI FACT ECHUE;;;0;0;;;
372;ROUTE LEGIPONT 12;0;371;;;;4671;BARCHON;;;;;;;;;;C00605/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
373;GIVI ITALIA;1;;Export;VIA E. DEL MONTE 117R;;I-16014;ISOVERDE;IT;;;39.010790673;;;;;;C02766;EN;;;1;0;1;;vciarniello;3;IT03128150103;1;;;;;;;;;;0;0;;;;;;;
374;VIA E. DEL MONTE 117R;0;373;;;;I-16014;ISOVERDE;;;;;;;;;;C02766/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
375;ENRICO BRUSA;0;373;;;;;;;;;;;;e.brusa@giviitalia.it;;;C02766/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
376;GLOBAL HYGIENE MONNOYEUR;1;;Export;RUE DE CHEVIGNY 64;BP 83;F-21130;AUXONNE;FR;;;380.27.10.10;;;;;LIMITE CREDIT ABAISSEE DE 100.000 A 50.000 EUROS LE 12/03/2014.;C02646;FR;;;1;0;1;;vciarniello;3;FR25301331054;1;;;;;;PRIX FANCO PAR 15 PAL - PRENDRE RDV POUR LIVRAISON AUPRES DE MONSIEUR COLLIN (PAS DE LIGNE DIRECTE PASSER PAR CENTRALE);;;;0;0;;2;PRENDRE RDV LIVRAISON MR COLLIN;;;;
377;RUE DE CHEVIGNY 64;0;376;;BP 83;;F-21130;AUXONNE;;;;;;;;;;C02646/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
378;ROUTE DE DAMPARIS;0;376;;;;F-39500;ABERGEMENT LA RONCE;;;;;;;;;;C02646/L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
379;NATHALIE DELORT;0;376;;;;;;;;;;;;;;;C02646/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
380;GRUNEWALD GMBH & CO KG;1;;Export;POSTFACH 1060;;D-57393;KIRCHHUNDEN;DE;;;24.23.40.81.40;;;;;;C00721;FR;;;1;0;1;;vciarniello;3;DE126182573;1;;;;;;;;;;0;0;;;;;;;
381;POSTFACH 1060;0;380;;;;D-57393;KIRCHHUNDEN;;;;;;;;;;C00721/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
382;MR PAPP;0;380;;;;;;;;;;;;;;;C00721/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
383;GUILLAUME;1;;Grossiste;rue Communale 44;;1083;GANSHOREN;BE;;;02.4266252;;;;SA;NE PLUS LIVRER SANS CONTRE REMBOURSEMENT CAR IL A PAYE LA DERNIRE FACT.NR 080412 DU 16.6.08 LE 14.10.08.;C02617;FR;;;1;0;1;;vciarniello;1;BE0403510397;1;;;;;VENDREDI;PROBLEME PAIEMENT SEPT08. DERNIER RAPPEL BIEN DEPASSE. BREF; SI NOUVELLE COMMANDE; ON PASSE ENTRE CONTRE-REMBOURSEMENT. INFORMER CLIENT.;;;;0;0;;;NE PAS LIVRER LE VENDREDI;;
384;rue Communale 44;0;383;;;;1083;GANSHOREN;;;;;;;;;;C02617/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
385;Mr VAN BEEK;0;383;;;;;;;;Responsable;02.4266252;;;;;;C02617/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
386;HALLES DE LA DIGUE;1;;Grossiste;RUE DONAT MASSON;5;;5070;FOSSES-LA-VILLE;BE;;;071.32.76.08;;;;SA;NR CPTE : 596-3235301-57 / GSM FILS 0475-80.45.69LIMITE DE CREDIT PASSEE DE 50.000 A 20.000 EUROS EN 09/2012.;C00750;FR;;;1;0;1;;vciarniello;1;BE0457288781;1;;;;;LUNDI;PAS DE SOLDE DE COMMANDE !! PAS DE LIVRAISON LE VENDREDI ! FAXER FACT. EN MM TPS QUE LA MESSAGERIE.;C/REMB - 4% +FAXER FACT EN MM TPS QUE MESSAGE;;;0;0;;;PAS DE LIVRAISON VENDREDI NI LUNDI;;;
387;PLACE DE L'ABATTOIR;8;0;Delivery;;;;6000;CHARLEROI;;;;;;;;;;C00750/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;STATION TEXACO;0;386;;CHAUSSEE DE CHARLEROI 343;;5070;LE ROUX;;;;;;;;;;C00750/L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
389;LOCA HORECA;0;386;;9 CHEE DE CINEY;;5350;OHEY;;;;;;;;;;C00750/L3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
390;MR PETERS;0;386;;;;;;;;;;;;;;;C00750/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
391;HALLES.BE SPRL;1;;Grossiste;RUE DONAT MASSON 5;;5070;FOSSES LA VILLE;BE;;;071.32.76.08;;;;AUX;PAS DE LIVRAISON LUNDI ET VENDREDIFEVRIER 2013 : plus de c/remb - paiement comptant - 3%;C02751;FR;;;1;0;1;;vciarniello;1;BE0835610755;1;;;;;;NE RIEN GARDER EN BO!;escompte 3% � d�duire direct dans facture !!!;;;0;0;;;;;;;
392;RUE PLACE DE L'ABATTOIR 8;0;391;;;;6000;CHARLEROI;;;;;;;;;;C02751/L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delivery
393;MR. PETERS;0;391;;;;;;;;;071.32.76.08;;;info@auxhalles.be;;;C02751/C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contact
